personId,professionId
nm0037247,28
nm0936404,28
nm0118227,28
nm0175333,28
nm0896542,28
nm0503777,28
nm0161200,28
nm1367410,28
nm0001772,28
nm2933542,28
nm0291082,28
nm0338169,28
nm0859471,28
nm0488953,28
nm0187724,28
nm1049433,28
nm1480980,28
nm3510918,28
nm0347384,28
nm0715346,28
nm0001294,28
nm0466099,28
nm0000592,28
nm0006487,28
nm0313623,28
nm0084695,28
nm0898634,28
nm0005476,28
nm0059431,28
nm0353673,28
nm0742347,28
nm0641939,28
nm0473228,28
nm0493339,28
nm0000304,28
nm0001243,28
nm0001780,28
nm0386227,28
nm0000191,28
nm0001971,28
nm0000965,28
nm0920543,28
nm0388076,28
nm0531602,28
nm0370564,28
nm0286025,28
nm0000313,28
nm0000194,28
nm0177504,28
nm0252321,28
nm0001415,28
nm0775977,28
nm0802563,28
nm0000332,28
nm0457715,28
nm0004951,28
nm0652663,28
nm0684342,28
nm1486235,28
nm1271884,28
nm0000500,28
nm0908323,28
nm0010471,28
nm0000076,28
nm0610115,28
nm0000696,28
nm0000397,28
nm0005278,28
nm0001661,28
nm0317279,28
nm0262595,28
nm0770650,28
nm0000963,28
nm0876562,28
nm1396406,28
nm0149223,28
nm0453617,28
nm0001702,28
nm0000377,28
nm0001940,28
nm0331956,28
nm0113360,28
nm0005573,28
nm0000681,28
nm0001416,28
nm0001315,28
nm0000576,28
nm1040556,28
nm0688361,28
nm0000221,28
nm0000297,28
nm0705356,28
nm0342488,28
nm0946734,28
nm0460141,28
nm0746830,28
nm0057655,28
nm0382268,28
nm1104057,28
nm0124930,28
nm2395586,28
nm0272401,28
nm0204030,28
nm0001993,28
nm0744384,28
nm0000450,28
nm0051509,28
nm0177707,28
nm0002076,28
nm0002077,28
nm0602941,28
nm0000230,28
nm0001735,28
nm0001835,28
nm0000814,28
nm0153590,28
nm0000152,28
nm0000260,28
nm0846480,28
nm2105255,28
nm0426440,28
nm2663731,28
nm0154665,28
nm0331907,28
nm0000686,28
nm0622288,28
nm0662748,28
nm0754272,28
nm0616026,28
nm0678911,28
nm0001698,28
nm0001047,28
nm0307311,28
nm0714793,28
nm1010405,28
nm0314088,28
nm0520749,28
nm0742341,28
nm0682757,28
nm0237543,28
nm0380670,28
nm0000510,28
nm0254402,28
nm0000601,28
nm0016603,28
nm0005266,28
nm0000456,28
nm0005134,28
nm0907869,28
nm0326364,28
nm0556067,28
nm0000126,28
nm0086658,28
nm0933604,28
nm0918334,28
nm0488306,28
nm0000209,31
nm0000151,31
nm0001104,31
nm0555550,31
nm0000008,31
nm0000199,31
nm0001001,31
nm0000473,31
nm0000338,31
nm0932336,31
nm0000146,31
nm0000229,31
nm0001873,31
nm0002011,31
nm0001486,31
nm0442100,31
nm0503594,31
nm0005132,31
nm0634240,31
nm0634300,31
nm0275286,31
nm0001392,31
nm0000812,31
nm0782900,31
nm0801728,31
nm0513165,31
nm0000399,31
nm0000142,31
nm0001466,31
nm0408488,31
nm0769249,31
nm0913822,31
nm0002892,31
nm8904193,31
nm4377096,31
nm0000705,31
nm0000641,31
nm0000709,31
nm0449984,31
nm0001410,31
nm0000184,31
nm0000401,31
nm0905154,31
nm0905152,31
nm0691084,31
nm0001232,31
nm0450181,31
nm0000966,31
nm0000217,31
nm0005563,31
nm0000841,31
nm0000905,31
nm0618690,31
nm0576987,31
nm0526199,31
nm0513130,31
nm0000071,31
nm0000859,31
nm0001008,31
nm0000149,31
nm0501435,31
nm0001129,31
nm0000216,31
nm0000116,31
nm0734441,31
nm0330428,31
nm0462030,31
nm0368074,31
nm0852405,31
nm0001556,31
nm0594503,31
nm0005124,31
nm0001536,31
nm0000041,31
nm0644823,31
nm0609404,31
nm0443411,31
nm0000670,31
nm0301826,31
nm0002134,31
nm0002031,31
nm0122417,31
nm0000591,31
nm0847223,31
nm0000783,31
nm0000934,31
nm2552034,31
nm3227090,31
nm2615685,31
nm0000128,31
nm0000631,31
nm0291905,31
nm0517589,31
nm0629933,31
nm0000578,31
nm0000033,31
nm0000286,31
nm0001741,31
nm0003160,31
nm0005875,31
nm1184258,31
nm0538320,31
nm0159039,31
nm0000111,31
nm0021249,31
nm0591450,31
nm0167388,31
nm0494504,31
nm0619923,31
nm0865918,31
nm0587518,31
nm0041447,31
nm0001353,31
nm0000643,31
nm0000108,31
nm0616729,31
nm0003424,31
nm0393240,31
nm0094435,31
nm0868153,31
nm0660031,31
nm0742475,31
nm0000154,31
nm0000521,31
nm0001526,31
nm0005171,31
nm0908824,31
nm0000583,31
nm0118164,31
nm0737582,31
nm0000040,31
nm0000261,31
nm0442241,31
nm0550881,31
nm0151434,31
nm0000299,31
nm0742276,31
nm0307531,31
nm0230032,31
nm0714114,31
nm1701024,31
nm9878616,31
nm2759610,31
nm0680846,31
nm0798788,31
nm1396121,31
nm5147232,31
nm0588087,31
nm0709056,31
nm0745247,31
nm0520488,31
nm0751577,31
nm0751648,31
nm0835365,31
nm0317970,31
nm0000973,31
nm2937122,31
nm0399737,31
nm0002233,31
nm0000697,31
nm0006765,31
nm0949167,31
nm0661791,31
nm0364805,31
nm0367431,31
nm0001715,31
nm0091686,31
nm0618057,31
nm0003697,31
nm0001602,31
nm0459552,31
nm0923736,31
nm0000546,31
nm0473588,31
nm2371802,31
nm0001467,31
nm0004716,31
nm0914615,31
nm4318159,31
nm6328030,31
nm0327273,31
nm1410028,31
nm0001606,31
nm0491259,31
nm1401820,31
nm0899121,31
nm2105585,31
nm0001814,31
nm1818216,31
nm1486911,31
nm1410815,31
nm2676052,31
nm0185976,31
nm1323233,31
nm0898288,31
nm1416431,31
nm0000301,31
nm0005222,31
nm0634530,31
nm0001652,31
nm1244760,31
nm0325549,31
nm0000520,31
nm0440913,31
nm0000466,31
nm0216632,31
nm0042317,31
nm0612322,31
nm0001587,31
nm0640307,31
nm0002045,31
nm0165049,31
nm0853138,31
nm0522487,31
nm0001120,31
nm0953790,31
nm0080755,31
nm0549658,31
nm0000361,31
nm0000231,31
nm0001328,31
nm0005904,31
nm0000080,31
nm0219670,31
nm0006452,31
nm0542631,31
nm0921532,31
nm0000485,31
nm0902376,31
nm0266239,31
nm0001852,31
nm0002875,31
nm0000180,31
nm0004122,31
nm2111404,31
nm0002154,31
nm0297054,31
nm0690143,31
nm3017782,31
nm0000056,31
nm0000602,31
nm0001351,31
nm0911486,31
nm0082300,31
nm0001291,31
nm0574625,31
nm0317725,31
nm0868219,31
nm0190859,31
nm0622838,31
nm0000438,31
nm0326040,31
nm0000435,31
nm0000759,31
nm0783280,31
nm0005363,31
nm0891216,31
nm1154184,31
nm0006249,31
nm0004486,31
nm0386570,31
nm0275264,31
nm1463981,31
nm0607185,31
nm0640334,31
nm0268380,31
nm0885014,31
nm0921853,31
nm0003433,31
nm0005789,31
nm3582089,31
nm0273832,31
nm0308177,31
nm0281808,31
nm0002030,31
nm0939992,31
nm0523932,31
nm0001379,31
nm0000581,31
nm0201857,31
nm0002728,31
nm0000169,31
nm0000982,31
nm0001053,31
nm0001054,31
nm4043618,31
nm1218281,31
nm4401003,31
nm1725469,31
nm0000277,31
nm0836328,31
nm0165412,31
nm0889024,31
nm0167241,31
nm0945522,31
nm0654868,31
nm0001537,31
nm0191950,31
nm0796117,31
nm0000436,31
nm0001338,31
nm0001532,31
nm0835732,31
nm0090151,31
nm0583675,31
nm0557956,31
nm0877274,31
nm0672459,31
nm0005726,31
nm0000554,31
nm0000341,31
nm0462895,31
nm0762674,31
nm0000843,31
nm0000024,31
nm0000186,31
nm0075015,31
nm0001707,31
nm0066055,31
nm0813272,31
nm0619330,31
nm0006498,31
nm0642714,31
nm0001159,31
nm0000036,31
nm0115669,31
nm0223964,31
nm0002231,31
nm0217258,31
nm0001187,31
nm0001837,31
nm0629272,31
nm0893659,31
nm0744429,31
nm0064181,31
nm1347153,31
nm0941777,31
nm0070822,31
nm0192984,31
nm2155757,31
nm0252230,31
nm2588606,31
nm1312575,31
nm0247787,31
nm0003506,31
nm0445669,31
nm0943758,31
nm0880521,31
nm0000005,31
nm0005815,31
nm0753276,31
nm0512482,31
nm0000059,31
nm0000442,31
nm0000707,31
nm0001579,31
nm0266684,31
nm0005197,31
nm0004874,31
nm0083348,31
nm0564827,31
nm0286715,31
nm0397171,31
nm0853238,31
nm0001060,31
nm0004306,31
nm0023832,31
nm0027572,31
nm2265326,31
nm1238855,31
nm0000264,31
nm0000406,31
nm0425913,31
nm2655177,31
nm1732981,31
nm0841501,31
nm0000114,31
nm0147070,31
nm0090213,31
nm0325358,31
nm0728307,31
nm0001038,31
nm0776114,31
nm0432625,31
nm0327944,31
nm0037247,31
nm0006509,31
nm0136057,31
nm0370821,31
nm0936404,31
nm0403346,31
nm0287931,31
nm0896542,31
nm0503777,31
nm0851537,31
nm0861703,31
nm1978402,31
nm0600668,31
nm0291082,31
nm0108703,31
nm1049433,31
nm1480980,31
nm0885098,31
nm0715346,31
nm0466099,31
nm0006487,31
nm0678014,31
nm0827869,31
nm0001243,31
nm0087861,31
nm0001538,31
nm0571727,31
nm0000965,31
nm0005909,31
nm0370564,31
nm0252345,31
nm0005705,31
nm0906307,31
nm0803705,31
nm0862026,31
nm0741013,31
nm0001500,31
nm0001415,31
nm0802563,31
nm0684342,31
nm0000365,31
nm1195302,31
nm0000500,31
nm0529543,31
nm0753716,31
nm0000076,31
nm0610115,31
nm0005684,31
nm0005278,31
nm0262595,31
nm0770650,31
nm0000032,31
nm1646563,31
nm0000576,31
nm0688361,31
nm0914612,31
nm0946734,31
nm0460141,31
nm0468003,31
nm0254178,31
nm0398167,31
nm0002077,31
nm0001735,31
nm0001835,31
nm0000814,31
nm0248600,31
nm0002120,31
nm0793881,31
nm0426440,31
nm0002075,31
nm0662748,31
nm0606211,31
nm0690597,31
nm0616026,31
nm0001047,31
nm0307311,31
nm0520749,31
nm0742341,31
nm0682757,31
nm0007037,31
nm0005266,31
nm0236405,31
nm0086658,31
nm0933604,31
nm0166256,31
nm0615780,31
nm0348409,6
nm0006669,6
nm0002353,6
nm0000008,6
nm0001001,6
nm0000065,6
nm0002354,6
nm0000553,6
nm0001426,6
nm0000134,6
nm0000380,6
nm0000020,6
nm0002011,6
nm0275835,6
nm0006132,6
nm0000288,6
nm0005132,6
nm0001173,6
nm0000323,6
nm0000704,6
nm0001557,6
nm0005212,6
nm0089217,6
nm0866058,6
nm0101991,6
nm0000237,6
nm0000235,6
nm0000168,6
nm0000246,6
nm0000093,6
nm0001533,6
nm0340260,6
nm0001553,6
nm0001812,6
nm0321294,6
nm0000138,6
nm0330687,6
nm0680983,6
nm0001877,6
nm0000158,6
nm0000398,6
nm0000434,6
nm0000402,6
nm0001850,6
nm0102824,6
nm0000206,6
nm0915989,6
nm0204485,6
nm0000140,6
nm0000197,6
nm0913670,6
nm0000501,6
nm0000582,6
nm0148437,6
nm0003607,6
nm0618690,6
nm0000071,6
nm0001656,6
nm0000859,6
nm0593775,6
nm0329304,6
nm0352443,6
nm0000164,6
nm0000157,6
nm0000411,6
nm0006075,6
nm0000354,6
nm0006316,6
nm0000228,6
nm0006290,6
nm0000027,6
nm0003817,6
nm0153738,6
nm0687189,6
nm0997115,6
nm0386749,6
nm0000190,6
nm0004266,6
nm1567113,6
nm3237775,6
nm0875477,6
nm0370593,6
nm0000350,6
nm0006050,6
nm0000502,6
nm0000417,6
nm0006293,6
nm0000007,6
nm0000006,6
nm0001647,6
nm0004384,6
nm0004778,6
nm0001012,6
nm0001673,6
nm3225654,6
nm1886602,6
nm0799777,6
nm2552034,6
nm0000128,6
nm0001618,6
nm0001657,6
nm0000578,6
nm0001463,6
nm0587256,6
nm0001260,6
nm0002136,6
nm0000242,6
nm0000111,6
nm0000460,6
nm0000469,6
nm0167388,6
nm0178874,6
nm0000640,6
nm0000244,6
nm0000457,6
nm0001021,6
nm0000198,6
nm0000204,6
nm0000732,6
nm0785385,6
nm0000122,6
nm0002104,6
nm0000038,6
nm0179819,6
nm0728812,6
nm0000077,6
nm6079248,6
nm8885840,6
nm0634159,6
nm0199774,6
nm0432382,6
nm0413168,6
nm0424060,6
nm0000035,6
nm0001638,6
nm0006041,6
nm0001079,6
nm0137793,6
nm0253844,6
nm0000261,6
nm0000719,6
nm0001371,6
nm0849083,6
nm0402805,6
nm0929609,6
nm1848588,6
nm0177896,6
nm5939164,6
nm0175814,6
nm2976492,6
nm4271336,6
nm2794962,6
nm0000375,6
nm0262635,6
nm0749263,6
nm1165110,6
nm0642988,6
nm0306786,6
nm0317970,6
nm0315974,6
nm5645519,6
nm0005513,6
nm0910607,6
nm0913488,6
nm0000034,6
nm0841797,6
nm0647970,6
nm0451148,6
nm0004626,6
nm0596240,6
nm0006086,6
nm0000018,6
nm0576127,6
nm0579663,6
nm0000634,6
nm0001330,6
nm0943978,6
nm0006145,6
nm0311476,6
nm0462407,6
nm0876300,6
nm1098869,6
nm0001189,6
nm0001602,6
nm0095478,6
nm0540338,6
nm0000061,6
nm0000017,6
nm0001452,6
nm0006471,6
nm0725543,6
nm0001815,6
nm0000352,6
nm0000284,6
nm0592135,6
nm1502434,6
nm0325989,6
nm0000995,6
nm0543739,6
nm3032965,6
nm6328031,6
nm8661566,6
nm0109726,6
nm0000120,6
nm0000701,6
nm0929489,6
nm0000172,6
nm0000619,6
nm0849100,6
nm0001082,6
nm0005271,6
nm0000349,6
nm0000885,6
nm0000245,6
nm0001745,6
nm0000384,6
nm3156436,6
nm0000129,6
nm0000174,6
nm1055564,6
nm0000906,6
nm0004747,6
nm0000799,6
nm0001652,6
nm0001626,6
nm0536708,6
nm0523415,6
nm0251416,6
nm0006106,6
nm0851582,6
nm0862961,6
nm0001067,6
nm0000060,6
nm0000930,6
nm0000037,6
nm0640307,6
nm0001666,6
nm0353405,6
nm0173679,6
nm0337582,6
nm0006085,6
nm0000026,6
nm0001693,6
nm0499626,6
nm0000532,6
nm0121256,6
nm0027173,6
nm0001571,6
nm0000895,6
nm0001158,6
nm0516972,6
nm0080755,6
nm0534045,6
nm0001766,6
nm0000064,6
nm0000067,6
nm0000493,6
nm0000511,6
nm0001827,6
nm0224634,6
nm0006037,6
nm0000201,6
nm0000874,6
nm0001512,6
nm0001072,6
nm0173827,6
nm0001547,6
nm0000075,6
nm0000044,6
nm0001847,6
nm0001050,6
nm0006104,6
nm0000048,6
nm0921532,6
nm0000249,6
nm0001852,6
nm0207401,6
nm0000564,6
nm0000063,6
nm0818545,6
nm0003574,6
nm0001727,6
nm0001164,6
nm0001653,6
nm0622782,6
nm0530365,6
nm0893941,6
nm0047962,6
nm0454120,6
nm0594271,6
nm0000054,6
nm0000348,6
nm0706368,6
nm0001016,6
nm0753526,6
nm0000983,6
nm0000353,6
nm0000358,6
nm0200452,6
nm0001354,6
nm0339351,6
nm0867391,6
nm0766496,6
nm0334318,6
nm0005068,6
nm0614373,6
nm0788170,6
nm0951598,6
nm0406157,6
nm0714377,6
nm0000560,6
nm0006142,6
nm3929283,6
nm0004802,6
nm0075551,6
nm1224245,6
nm0005403,6
nm0429069,6
nm0000022,6
nm0000046,6
nm0001479,6
nm0000912,6
nm0821041,6
nm0107795,6
nm0006128,6
nm0404158,6
nm0392529,6
nm0000070,6
nm0000012,6
nm0000879,6
nm0001695,6
nm0002141,6
nm0000055,6
nm0897845,6
nm0989434,6
nm0605270,6
nm0000169,6
nm0000849,6
nm0000437,6
nm0001980,6
nm1212722,6
nm0714698,6
nm1469236,6
nm0931404,6
nm0358960,6
nm0000537,6
nm0001258,6
nm0598971,6
nm0005952,6
nm0361697,6
nm0756907,6
nm0001537,6
nm0191950,6
nm0006323,6
nm1126657,6
nm0990547,6
nm0000147,6
nm0005286,6
nm0001057,6
nm0006133,6
nm0000025,6
nm0000107,6
nm0000636,6
nm0000614,6
nm0000889,6
nm0001817,6
nm0000125,6
nm0000621,6
nm0202966,6
nm0000118,6
nm0000432,6
nm0001321,6
nm0006215,6
nm0000156,6
nm0000843,6
nm0001732,6
nm0001707,6
nm0000232,6
nm0001037,6
nm0001385,6
nm0001589,6
nm0796062,6
nm0520164,6
nm0369841,6
nm0902129,6
nm0000136,6
nm0001691,6
nm0461136,6
nm1046097,6
nm0000702,6
nm0683253,6
nm0000439,6
nm1940449,6
nm0252230,6
nm1055413,6
nm0117709,6
nm1495520,6
nm0001485,6
nm0000763,6
nm0545298,6
nm0942863,6
nm0006087,6
nm0000761,6
nm0085038,6
nm0389580,6
nm0000021,6
nm0000752,6
nm0006331,6
nm0001065,6
nm0000098,6
nm0205626,6
nm1297015,6
nm0818055,6
nm0350453,6
nm0432725,6
nm0000234,6
nm0396558,6
nm2368789,6
nm0959003,6
nm0897640,6
nm0000264,6
nm0001017,6
nm0335788,6
nm0825705,6
nm0000531,6
nm0005377,6
nm2655177,6
nm0000422,6
nm0090213,6
nm0809548,6
nm0934902,6
nm0383022,6
nm0858977,6
nm0001055,6
nm0175369,6
nm0439850,6
nm0000494,6
nm0001038,6
nm0865949,6
nm0763395,6
nm0000267,6
nm0662223,6
nm0370821,6
nm0000795,6
nm0036427,6
nm0118227,6
nm0000023,6
nm0604656,6
nm0001961,6
nm0481618,6
nm1195119,6
nm0423280,6
nm0001772,6
nm0488953,6
nm5016878,6
nm0719673,6
nm0885098,6
nm0002303,6
nm0001550,6
nm0005476,6
nm0641939,6
nm0001943,6
nm0856842,6
nm0001884,6
nm0000304,6
nm0000513,6
nm0001971,6
nm0001538,6
nm0571727,6
nm0002185,6
nm0000313,6
nm0000194,6
nm0691555,6
nm0635059,6
nm0077086,6
nm0001500,6
nm0001768,6
nm0775977,6
nm0345991,6
nm0000332,6
nm2148374,6
nm0340003,6
nm0000453,6
nm1486235,6
nm0176036,6
nm0006217,6
nm0000203,6
nm0000397,6
nm0000963,6
nm0001702,6
nm0000377,6
nm1813015,6
nm0386472,6
nm0111649,6
nm0000221,6
nm0000016,6
nm0006035,6
nm0705356,6
nm0914612,6
nm0342488,6
nm0002091,6
nm0746830,6
nm0124930,6
nm2395586,6
nm0001993,6
nm1125169,6
nm0000450,6
nm0402032,6
nm0002076,6
nm0400542,6
nm0949350,6
nm0006015,6
nm0295947,6
nm0434222,6
nm0000152,6
nm0000260,6
nm0000686,6
nm0001698,6
nm0828630,6
nm0247762,6
nm0006277,6
nm0001421,6
nm0001510,6
nm0134201,6
nm0000195,6
nm0000510,6
nm0864997,6
nm0006070,6
nm0000456,6
nm0005134,6
nm0121431,6
nm0000126,6
nm0001521,6
nm0000290,6
nm0293455,6
nm0001104,0
nm0000175,0
nm0555550,0
nm0000338,0
nm0701374,0
nm0748665,0
nm0328751,0
nm0000229,0
nm0447745,0
nm0001873,0
nm0001486,0
nm0741627,0
nm0634240,0
nm0634300,0
nm0275286,0
nm0004170,0
nm0005212,0
nm0001392,0
nm0866058,0
nm0909638,0
nm0101991,0
nm0000233,0
nm0000812,0
nm0801728,0
nm0513165,0
nm0001570,0
nm0657333,0
nm0880243,0
nm0001466,0
nm0898812,0
nm0408488,0
nm0769249,0
nm8904193,0
nm4377096,0
nm13222819,0
nm0000709,0
nm0343165,0
nm0744839,0
nm0000148,0
nm0001850,0
nm0102824,0
nm0001410,0
nm0000184,0
nm0905154,0
nm0905152,0
nm0001232,0
nm0369142,0
nm0325743,0
nm0450181,0
nm0913670,0
nm0683380,0
nm0005563,0
nm0000905,0
nm0243842,0
nm0148437,0
nm0274754,0
nm0576987,0
nm0526199,0
nm0513130,0
nm1130251,0
nm0933858,0
nm0593775,0
nm0001008,0
nm0329304,0
nm0352443,0
nm0842485,0
nm0827821,0
nm0001129,0
nm0365383,0
nm0848217,0
nm0000116,0
nm0936537,0
nm0001744,0
nm0122653,0
nm0734441,0
nm0848533,0
nm0462030,0
nm0847668,0
nm0368074,0
nm0001825,0
nm0000027,0
nm0001372,0
nm0005124,0
nm0643553,0
nm0000041,0
nm0644823,0
nm0609404,0
nm0370593,0
nm0571346,0
nm0554204,0
nm0301826,0
nm0019706,0
nm0002031,0
nm0258493,0
nm0258525,0
nm0462321,0
nm0122417,0
nm0000591,0
nm0367838,0
nm0844262,0
nm0764963,0
nm0847223,0
nm0636435,0
nm0006872,0
nm0000783,0
nm0000934,0
nm0607694,0
nm3225654,0
nm0001663,0
nm3227090,0
nm0926824,0
nm0001567,0
nm0291905,0
nm0517589,0
nm0629933,0
nm0000033,0
nm0825010,0
nm0088645,0
nm0000321,0
nm0001590,0
nm0003160,0
nm1184258,0
nm0538320,0
nm0159039,0
nm0340522,0
nm0560329,0
nm0000155,0
nm0021249,0
nm0575293,0
nm0731271,0
nm0941314,0
nm1082477,0
nm0494504,0
nm0619923,0
nm0865918,0
nm4778840,0
nm1552771,0
nm0587518,0
nm0380282,0
nm0175676,0
nm0001353,0
nm0639321,0
nm0795953,0
nm0318429,0
nm0000108,0
nm0000122,0
nm5681967,0
nm0616729,0
nm0139714,0
nm0174682,0
nm0003424,0
nm0371088,0
nm0941280,0
nm0393240,0
nm0094435,0
nm8243301,0
nm0868153,0
nm0660031,0
nm0188053,0
nm1793993,0
nm0000521,0
nm0005171,0
nm0908824,0
nm0000583,0
nm0118164,0
nm0737582,0
nm0001167,0
nm0000040,0
nm0424956,0
nm0722636,0
nm0442241,0
nm0151434,0
nm0234541,0
nm0787323,0
nm0537004,0
nm0005036,0
nm0849083,0
nm0452878,0
nm0386750,0
nm0402805,0
nm0929609,0
nm0004056,0
nm0230032,0
nm0714114,0
nm1701024,0
nm2764802,0
nm9878616,0
nm2759610,0
nm0680846,0
nm0798788,0
nm0277730,0
nm1047603,0
nm1396121,0
nm1038805,0
nm5147232,0
nm2929057,0
nm0588087,0
nm2159926,0
nm0745247,0
nm0520488,0
nm0032696,0
nm0456158,0
nm0751577,0
nm1321655,0
nm1321656,0
nm0498278,0
nm0305558,0
nm2937122,0
nm0441735,0
nm0017690,0
nm0004937,0
nm0399737,0
nm0362766,0
nm0002233,0
nm0000697,0
nm0102818,0
nm0551261,0
nm0534856,0
nm0386246,0
nm0430785,0
nm0006765,0
nm2746459,0
nm0997224,0
nm0949167,0
nm0661791,0
nm1628380,0
nm2057405,0
nm1367409,0
nm1369364,0
nm0932229,0
nm0860292,0
nm0167767,0
nm0364805,0
nm0000634,0
nm0001330,0
nm0816143,0
nm0313570,0
nm0876300,0
nm0003697,0
nm0001592,0
nm0001452,0
nm0002005,0
nm0475823,0
nm0546140,0
nm0459552,0
nm0010696,0
nm0169505,0
nm0001815,0
nm0710020,0
nm0923736,0
nm0368007,0
nm2371802,0
nm2375857,0
nm0005541,0
nm0004716,0
nm0782968,0
nm0914615,0
nm4318159,0
nm6328029,0
nm6328031,0
nm6328030,0
nm8661566,0
nm0000120,0
nm0327273,0
nm0442109,0
nm1410028,0
nm0000514,0
nm0744834,0
nm0491259,0
nm0586568,0
nm0899121,0
nm2105585,0
nm0301274,0
nm0000349,0
nm1578335,0
nm0000245,0
nm0000255,0
nm0001814,0
nm1818216,0
nm1410815,0
nm0472567,0
nm2676052,0
nm0143596,0
nm0258390,0
nm0185976,0
nm1098479,0
nm0898288,0
nm1416431,0
nm0005734,0
nm0050332,0
nm0677037,0
nm0565336,0
nm2540053,0
nm1244760,0
nm0000685,0
nm0000520,0
nm0000466,0
nm0491011,0
nm0862961,0
nm0042317,0
nm0497369,0
nm0285210,0
nm0001587,0
nm0173679,0
nm0337582,0
nm0000051,0
nm0499626,0
nm0121256,0
nm0027173,0
nm0178785,0
nm0853138,0
nm0092267,0
nm0092268,0
nm0002009,0
nm0290000,0
nm0136794,0
nm0001120,0
nm0953790,0
nm0059030,0
nm0080755,0
nm0147599,0
nm0000064,0
nm0151452,0
nm0128906,0
nm0000511,0
nm0224634,0
nm0549658,0
nm0000361,0
nm0000231,0
nm0001328,0
nm0372942,0
nm0870660,0
nm0000080,0
nm0001072,0
nm0542534,0
nm0002144,0
nm0219670,0
nm0448809,0
nm0542631,0
nm0001050,0
nm0000048,0
nm0000485,0
nm0902376,0
nm0414825,0
nm0033490,0
nm0001527,0
nm0340580,0
nm0073053,0
nm0207401,0
nm0575804,0
nm0000180,0
nm0004122,0
nm0297054,0
nm0459030,0
nm0690143,0
nm3017782,0
nm0001727,0
nm0001351,0
nm0911486,0
nm0001291,0
nm0001653,0
nm2331222,0
nm0317725,0
nm0868219,0
nm0190859,0
nm1168510,0
nm0000054,0
nm0858329,0
nm0517615,0
nm0000165,0
nm0326040,0
nm0621586,0
nm0004976,0
nm0753526,0
nm0000983,0
nm0001122,0
nm0721675,0
nm0000759,0
nm0801737,0
nm0005363,0
nm0891216,0
nm0006249,0
nm0051808,0
nm0386570,0
nm0251536,0
nm0275264,0
nm0432622,0
nm0612199,0
nm1463981,0
nm0249291,0
nm0640334,0
nm3294574,0
nm0233561,0
nm0640345,0
nm0268380,0
nm0192942,0
nm0003433,0
nm0217865,0
nm0766005,0
nm0655053,0
nm2700235,0
nm2082813,0
nm0308177,0
nm0000046,0
nm0593565,0
nm0397608,0
nm0523932,0
nm0501872,0
nm0562372,0
nm0071636,0
nm0001379,0
nm0871252,0
nm0001695,0
nm0000581,0
nm0650581,0
nm0953123,0
nm0002728,0
nm3160078,0
nm0015611,0
nm0001053,0
nm0001054,0
nm0565092,0
nm0607865,0
nm0436164,0
nm1212331,0
nm1218281,0
nm0571344,0
nm1273099,0
nm0228492,0
nm8748334,0
nm3360218,0
nm4401003,0
nm0309693,0
nm1725469,0
nm0358960,0
nm10663088,0
nm0108595,0
nm0165412,0
nm0122446,0
nm0889024,0
nm0525793,0
nm0167241,0
nm1064118,0
nm0350823,0
nm0945522,0
nm0654868,0
nm0633792,0
nm0461425,0
nm1706767,0
nm1010540,0
nm0067789,0
nm2110175,0
nm4880670,0
nm0796117,0
nm0000436,0
nm0255278,0
nm0001338,0
nm0406836,0
nm0000636,0
nm0000614,0
nm0001817,0
nm0001532,0
nm0861636,0
nm0835732,0
nm0211823,0
nm0330379,0
nm0090151,0
nm0583675,0
nm0557956,0
nm0000118,0
nm0484111,0
nm0132168,0
nm0672459,0
nm0000368,0
nm0000341,0
nm0462895,0
nm0000024,0
nm0000186,0
nm0212246,0
nm0075015,0
nm0872375,0
nm0598744,0
nm0001707,0
nm0001037,0
nm0000092,0
nm0001385,0
nm0000416,0
nm0001402,0
nm0001589,0
nm0540627,0
nm0619330,0
nm0037539,0
nm0006498,0
nm0001801,0
nm0000036,0
nm0369841,0
nm0593477,0
nm0115669,0
nm0223964,0
nm0002231,0
nm0217258,0
nm0001837,0
nm0629272,0
nm0893659,0
nm0254645,0
nm0744429,0
nm0064181,0
nm0938684,0
nm1802857,0
nm1347153,0
nm5058839,0
nm0232433,0
nm1954240,0
nm0770938,0
nm0460795,0
nm2919995,0
nm0688132,0
nm0352778,0
nm0085400,0
nm1411676,0
nm0498834,0
nm2155757,0
nm2588606,0
nm0725983,0
nm1185849,0
nm0604948,0
nm0003506,0
nm0125336,0
nm3890871,0
nm0445669,0
nm0792845,0
nm0437969,0
nm0880521,0
nm0000005,0
nm0389580,0
nm0238898,0
nm0365661,0
nm0531878,0
nm0266684,0
nm0001140,0
nm0214303,0
nm0083348,0
nm0564827,0
nm0400954,0
nm0286715,0
nm0007831,0
nm3543826,0
nm0001060,0
nm3360706,0
nm0004306,0
nm0565068,0
nm0490147,0
nm0023832,0
nm0027572,0
nm0959003,0
nm2450453,0
nm0555404,0
nm1167933,0
nm2265326,0
nm1238855,0
nm0000264,0
nm0335788,0
nm0425913,0
nm0825705,0
nm1732981,0
nm0000345,0
nm0191717,0
nm0533045,0
nm0147070,0
nm0090213,0
nm0807667,0
nm0685904,0
nm0809548,0
nm0411790,0
nm0439850,0
nm0728307,0
nm0011343,0
nm0000160,0
nm0776114,0
nm0353187,0
nm0859597,0
nm0327944,0
nm0037247,0
nm0903125,0
nm0000267,0
nm0403346,0
nm0512231,0
